"state_name","Date","race_grp","pop_12","project","vaccinated_pct_12_out","state","state_code"
"Alabama",2021-03-01,"Asian",54881.5259371982,,"21.88","AL","01"
"Alabama",2021-03-15,"Asian",54881.5259371982,,"28.9","AL","01"
"Alabama",2021-03-29,"Asian",54881.5259371982,,"37.68","AL","01"
"Alabama",2021-04-05,"Asian",54881.5259371982,,"43.08","AL","01"
"Alabama",2021-04-12,"Asian",54881.5259371982,,"47.48","AL","01"
"Alabama",2021-04-19,"Asian",54881.5259371982,,"51.22","AL","01"
"Alabama",2021-04-26,"Asian",54881.5259371982,,"54.06","AL","01"
"Alabama",2021-05-03,"Asian",54881.5259371982,,"55.93","AL","01"
"Alabama",2021-05-10,"Asian",54881.5259371982,,"58.62","AL","01"
"Alabama",2021-05-17,"Asian",54881.5259371982,,"60.11","AL","01"
"Alabama",2021-05-24,"Asian",54881.5259371982,,"61.25","AL","01"
"Alabama",2021-06-07,"Asian",54881.5259371982,,"63.43","AL","01"
"Alabama",2021-06-14,"Asian",54881.5259371982,,"64.93","AL","01"
"Alabama",2021-06-21,"Asian",54881.5259371982,,"67.62","AL","01"
"Alabama",2021-06-28,"Asian",54881.5259371982,,"70.1","AL","01"
"Alabama",2021-07-06,"Asian",54881.5259371982,,"72.71","AL","01"
"Alabama",2021-07-19,"Asian",54881.5259371982,,"76.47","AL","01"
"Alabama",2021-08-02,"Asian",54881.5259371982,,"79.94","AL","01"
"Alabama",2021-08-16,"Asian",54881.5259371982,,"82.9","AL","01"
"Alabama",2021-09-07,"Asian",54881.5259371982,,"90.03","AL","01"
"Alabama",2021-09-20,"Asian",54881.5259371982,,"93.15","AL","01"
"Alabama",2021-03-01,"Black",1059848.7415765,,"10.76","AL","01"
"Alabama",2021-03-15,"Black",1059848.7415765,,"15.71","AL","01"
"Alabama",2021-03-29,"Black",1059848.7415765,,"20.49","AL","01"
"Alabama",2021-04-05,"Black",1059848.7415765,,"25.66","AL","01"
"Alabama",2021-04-12,"Black",1059848.7415765,,"29.5","AL","01"
"Alabama",2021-04-19,"Black",1059848.7415765,,"31.83","AL","01"
"Alabama",2021-04-26,"Black",1059848.7415765,,"33.59","AL","01"
"Alabama",2021-05-03,"Black",1059848.7415765,,"34.75","AL","01"
"Alabama",2021-05-10,"Black",1059848.7415765,,"37.49","AL","01"
"Alabama",2021-05-17,"Black",1059848.7415765,,"38.44","AL","01"
"Alabama",2021-05-24,"Black",1059848.7415765,,"39.07","AL","01"
"Alabama",2021-06-07,"Black",1059848.7415765,,"40.57","AL","01"
"Alabama",2021-06-14,"Black",1059848.7415765,,"41.53","AL","01"
"Alabama",2021-06-21,"Black",1059848.7415765,,"45.09","AL","01"
"Alabama",2021-06-28,"Black",1059848.7415765,,"45.9","AL","01"
"Alabama",2021-07-06,"Black",1059848.7415765,,"46.61","AL","01"
"Alabama",2021-07-19,"Black",1059848.7415765,,"48.25","AL","01"
"Alabama",2021-08-02,"Black",1059848.7415765,,"50.93","AL","01"
"Alabama",2021-08-16,"Black",1059848.7415765,,"55.61","AL","01"
"Alabama",2021-09-07,"Black",1059848.7415765,,"60.39","AL","01"
"Alabama",2021-09-20,"Black",1059848.7415765,,"62.49","AL","01"
"Alabama",2021-03-01,"Hispanic",157801,,"NR","AL","01"
"Alabama",2021-03-15,"Hispanic",157801,,"NR","AL","01"
"Alabama",2021-03-29,"Hispanic",157801,,"NR","AL","01"
"Alabama",2021-04-05,"Hispanic",157801,,"NR","AL","01"
"Alabama",2021-04-12,"Hispanic",157801,,"NR","AL","01"
"Alabama",2021-04-19,"Hispanic",157801,,"NR","AL","01"
"Alabama",2021-04-26,"Hispanic",157801,,"NR","AL","01"
"Alabama",2021-05-03,"Hispanic",157801,,"NR","AL","01"
"Alabama",2021-05-10,"Hispanic",157801,,"50.24","AL","01"
"Alabama",2021-05-17,"Hispanic",157801,,"51.52","AL","01"
"Alabama",2021-05-24,"Hispanic",157801,,"52.91","AL","01"
"Alabama",2021-06-07,"Hispanic",157801,,"53.8","AL","01"
"Alabama",2021-06-14,"Hispanic",157801,,"55.07","AL","01"
"Alabama",2021-06-21,"Hispanic",157801,,"58.01","AL","01"
"Alabama",2021-06-28,"Hispanic",157801,,"59.06","AL","01"
"Alabama",2021-07-06,"Hispanic",157801,,"59.98","AL","01"
"Alabama",2021-07-19,"Hispanic",157801,,"61.43","AL","01"
"Alabama",2021-08-02,"Hispanic",157801,,"64.84","AL","01"
"Alabama",2021-08-16,"Hispanic",157801,,"83.29","AL","01"
"Alabama",2021-09-07,"Hispanic",157801,,"90.45","AL","01"
"Alabama",2021-09-20,"Hispanic",157801,,"92.58","AL","01"
"Alabama",2021-03-01,"White",2732135.0307545,,"17.36","AL","01"
"Alabama",2021-03-15,"White",2732135.0307545,,"22.06","AL","01"
"Alabama",2021-03-29,"White",2732135.0307545,,"28.76","AL","01"
"Alabama",2021-04-05,"White",2732135.0307545,,"31.15","AL","01"
"Alabama",2021-04-12,"White",2732135.0307545,,"34.33","AL","01"
"Alabama",2021-04-19,"White",2732135.0307545,,"36.53","AL","01"
"Alabama",2021-04-26,"White",2732135.0307545,,"38","AL","01"
"Alabama",2021-05-03,"White",2732135.0307545,,"39.32","AL","01"
"Alabama",2021-05-10,"White",2732135.0307545,,"39.41","AL","01"
"Alabama",2021-05-17,"White",2732135.0307545,,"40.41","AL","01"
"Alabama",2021-05-24,"White",2732135.0307545,,"41.07","AL","01"
"Alabama",2021-06-07,"White",2732135.0307545,,"42.03","AL","01"
"Alabama",2021-06-14,"White",2732135.0307545,,"43.02","AL","01"
"Alabama",2021-06-21,"White",2732135.0307545,,"44.13","AL","01"
"Alabama",2021-06-28,"White",2732135.0307545,,"44.93","AL","01"
"Alabama",2021-07-06,"White",2732135.0307545,,"45.63","AL","01"
"Alabama",2021-07-19,"White",2732135.0307545,,"46.52","AL","01"
"Alabama",2021-08-02,"White",2732135.0307545,,"49.09","AL","01"
"Alabama",2021-08-16,"White",2732135.0307545,,"52.13","AL","01"
"Alabama",2021-09-07,"White",2732135.0307545,,"56.61","AL","01"
"Alabama",2021-09-20,"White",2732135.0307545,,"57.66","AL","01"
"Alabama",2021-09-21,"Asian",54881.5259371982,1,"93.26","AL","01"
"Alabama",2021-09-21,"Black",1059848.7415765,1,"62.66","AL","01"
"Alabama",2021-09-21,"Hispanic",157801,1,"92.7","AL","01"
"Alabama",2021-09-21,"White",2732135.0307545,1,"57.8","AL","01"
"Alabama",2021-09-22,"Asian",54881.5259371982,1,"93.38","AL","01"
"Alabama",2021-09-22,"Black",1059848.7415765,1,"62.82","AL","01"
"Alabama",2021-09-22,"Hispanic",157801,1,"92.81","AL","01"
"Alabama",2021-09-22,"White",2732135.0307545,1,"57.94","AL","01"
"Alabama",2021-09-23,"Asian",54881.5259371982,1,"93.49","AL","01"
"Alabama",2021-09-23,"Black",1059848.7415765,1,"62.99","AL","01"
"Alabama",2021-09-23,"Hispanic",157801,1,"92.93","AL","01"
"Alabama",2021-09-23,"White",2732135.0307545,1,"58.08","AL","01"
"Alabama",2021-09-24,"Asian",54881.5259371982,1,"93.6","AL","01"
"Alabama",2021-09-24,"Black",1059848.7415765,1,"63.15","AL","01"
"Alabama",2021-09-24,"Hispanic",157801,1,"93.04","AL","01"
"Alabama",2021-09-24,"White",2732135.0307545,1,"58.22","AL","01"
"Alabama",2021-09-25,"Asian",54881.5259371982,1,"93.71","AL","01"
"Alabama",2021-09-25,"Black",1059848.7415765,1,"63.31","AL","01"
"Alabama",2021-09-25,"Hispanic",157801,1,"93.15","AL","01"
"Alabama",2021-09-25,"White",2732135.0307545,1,"58.35","AL","01"
"Alabama",2021-09-26,"Asian",54881.5259371982,1,"93.82","AL","01"
"Alabama",2021-09-26,"Black",1059848.7415765,1,"63.47","AL","01"
"Alabama",2021-09-26,"Hispanic",157801,1,"93.26","AL","01"
"Alabama",2021-09-26,"White",2732135.0307545,1,"58.49","AL","01"
"Alabama",2021-09-27,"Asian",54881.5259371982,1,"93.93","AL","01"
"Alabama",2021-09-27,"Black",1059848.7415765,1,"63.64","AL","01"
"Alabama",2021-09-27,"Hispanic",157801,1,"93.37","AL","01"
"Alabama",2021-09-27,"White",2732135.0307545,1,"58.63","AL","01"
"Alabama",2021-09-28,"Asian",54881.5259371982,1,"94.03","AL","01"
"Alabama",2021-09-28,"Black",1059848.7415765,1,"63.8","AL","01"
"Alabama",2021-09-28,"Hispanic",157801,1,"93.47","AL","01"
"Alabama",2021-09-28,"White",2732135.0307545,1,"58.76","AL","01"
"Alabama",2021-09-29,"Asian",54881.5259371982,1,"94.13","AL","01"
"Alabama",2021-09-29,"Black",1059848.7415765,1,"63.96","AL","01"
"Alabama",2021-09-29,"Hispanic",157801,1,"93.57","AL","01"
"Alabama",2021-09-29,"White",2732135.0307545,1,"58.9","AL","01"
"Alabama",2021-09-30,"Asian",54881.5259371982,1,"94.23","AL","01"
"Alabama",2021-09-30,"Black",1059848.7415765,1,"64.12","AL","01"
"Alabama",2021-09-30,"Hispanic",157801,1,"93.68","AL","01"
"Alabama",2021-09-30,"White",2732135.0307545,1,"59.04","AL","01"
"Alabama",2021-10-01,"Asian",54881.5259371982,1,"94.33","AL","01"
"Alabama",2021-10-01,"Black",1059848.7415765,1,"64.28","AL","01"
"Alabama",2021-10-01,"Hispanic",157801,1,"93.78","AL","01"
"Alabama",2021-10-01,"White",2732135.0307545,1,"59.17","AL","01"
"Alabama",2021-10-02,"Asian",54881.5259371982,1,"94.43","AL","01"
"Alabama",2021-10-02,"Black",1059848.7415765,1,"64.43","AL","01"
"Alabama",2021-10-02,"Hispanic",157801,1,"93.88","AL","01"
"Alabama",2021-10-02,"White",2732135.0307545,1,"59.31","AL","01"
"Alabama",2021-10-03,"Asian",54881.5259371982,1,"94.52","AL","01"
"Alabama",2021-10-03,"Black",1059848.7415765,1,"64.59","AL","01"
"Alabama",2021-10-03,"Hispanic",157801,1,"93.97","AL","01"
"Alabama",2021-10-03,"White",2732135.0307545,1,"59.44","AL","01"
"Alabama",2021-10-04,"Asian",54881.5259371982,1,"94.62","AL","01"
"Alabama",2021-10-04,"Black",1059848.7415765,1,"64.75","AL","01"
"Alabama",2021-10-04,"Hispanic",157801,1,"94.07","AL","01"
"Alabama",2021-10-04,"White",2732135.0307545,1,"59.57","AL","01"
"Alabama",2021-10-05,"Asian",54881.5259371982,1,"94.71","AL","01"
"Alabama",2021-10-05,"Black",1059848.7415765,1,"64.9","AL","01"
"Alabama",2021-10-05,"Hispanic",157801,1,"94.16","AL","01"
"Alabama",2021-10-05,"White",2732135.0307545,1,"59.71","AL","01"
"Alabama",2021-10-06,"Asian",54881.5259371982,1,"94.8","AL","01"
"Alabama",2021-10-06,"Black",1059848.7415765,1,"65.06","AL","01"
"Alabama",2021-10-06,"Hispanic",157801,1,"94.26","AL","01"
"Alabama",2021-10-06,"White",2732135.0307545,1,"59.84","AL","01"
"Alabama",2021-10-07,"Asian",54881.5259371982,1,"94.89","AL","01"
"Alabama",2021-10-07,"Black",1059848.7415765,1,"65.21","AL","01"
"Alabama",2021-10-07,"Hispanic",157801,1,"94.35","AL","01"
"Alabama",2021-10-07,"White",2732135.0307545,1,"59.97","AL","01"
"Alabama",2021-10-08,"Asian",54881.5259371982,1,"94.98","AL","01"
"Alabama",2021-10-08,"Black",1059848.7415765,1,"65.37","AL","01"
"Alabama",2021-10-08,"Hispanic",157801,1,"94.44","AL","01"
"Alabama",2021-10-08,"White",2732135.0307545,1,"60.11","AL","01"
"Alabama",2021-10-09,"Asian",54881.5259371982,1,"95.06","AL","01"
"Alabama",2021-10-09,"Black",1059848.7415765,1,"65.52","AL","01"
"Alabama",2021-10-09,"Hispanic",157801,1,"94.53","AL","01"
"Alabama",2021-10-09,"White",2732135.0307545,1,"60.24","AL","01"
"Alabama",2021-10-10,"Asian",54881.5259371982,1,"95.15","AL","01"
"Alabama",2021-10-10,"Black",1059848.7415765,1,"65.67","AL","01"
"Alabama",2021-10-10,"Hispanic",157801,1,"94.61","AL","01"
"Alabama",2021-10-10,"White",2732135.0307545,1,"60.37","AL","01"
"Alabama",2021-10-11,"Asian",54881.5259371982,1,"95.23","AL","01"
"Alabama",2021-10-11,"Black",1059848.7415765,1,"65.83","AL","01"
"Alabama",2021-10-11,"Hispanic",157801,1,"94.7","AL","01"
"Alabama",2021-10-11,"White",2732135.0307545,1,"60.5","AL","01"
"Alabama",2021-10-12,"Asian",54881.5259371982,1,"95.31","AL","01"
"Alabama",2021-10-12,"Black",1059848.7415765,1,"65.98","AL","01"
"Alabama",2021-10-12,"Hispanic",157801,1,"94.78","AL","01"
"Alabama",2021-10-12,"White",2732135.0307545,1,"60.63","AL","01"
"Alabama",2021-10-13,"Asian",54881.5259371982,1,"95.39","AL","01"
"Alabama",2021-10-13,"Black",1059848.7415765,1,"66.13","AL","01"
"Alabama",2021-10-13,"Hispanic",157801,1,"94.86","AL","01"
"Alabama",2021-10-13,"White",2732135.0307545,1,"60.76","AL","01"
"Alabama",2021-10-14,"Asian",54881.5259371982,1,"95.47","AL","01"
"Alabama",2021-10-14,"Black",1059848.7415765,1,"66.28","AL","01"
"Alabama",2021-10-14,"Hispanic",157801,1,"94.95","AL","01"
"Alabama",2021-10-14,"White",2732135.0307545,1,"60.89","AL","01"
"Alabama",2021-10-15,"Asian",54881.5259371982,1,"95.55","AL","01"
"Alabama",2021-10-15,"Black",1059848.7415765,1,"66.43","AL","01"
"Alabama",2021-10-15,"Hispanic",157801,1,"95.03","AL","01"
"Alabama",2021-10-15,"White",2732135.0307545,1,"61.02","AL","01"
"Alabama",2021-10-16,"Asian",54881.5259371982,1,"95.62","AL","01"
"Alabama",2021-10-16,"Black",1059848.7415765,1,"66.58","AL","01"
"Alabama",2021-10-16,"Hispanic",157801,1,"95.11","AL","01"
"Alabama",2021-10-16,"White",2732135.0307545,1,"61.15","AL","01"
"Alabama",2021-10-17,"Asian",54881.5259371982,1,"95.7","AL","01"
"Alabama",2021-10-17,"Black",1059848.7415765,1,"66.72","AL","01"
"Alabama",2021-10-17,"Hispanic",157801,1,"95.18","AL","01"
"Alabama",2021-10-17,"White",2732135.0307545,1,"61.28","AL","01"
"Alabama",2021-10-18,"Asian",54881.5259371982,1,"95.77","AL","01"
"Alabama",2021-10-18,"Black",1059848.7415765,1,"66.87","AL","01"
"Alabama",2021-10-18,"Hispanic",157801,1,"95.26","AL","01"
"Alabama",2021-10-18,"White",2732135.0307545,1,"61.4","AL","01"
"Alabama",2021-10-19,"Asian",54881.5259371982,1,"95.85","AL","01"
"Alabama",2021-10-19,"Black",1059848.7415765,1,"67.02","AL","01"
"Alabama",2021-10-19,"Hispanic",157801,1,"95.34","AL","01"
"Alabama",2021-10-19,"White",2732135.0307545,1,"61.53","AL","01"
"Alabama",2021-10-20,"Asian",54881.5259371982,1,"95.92","AL","01"
"Alabama",2021-10-20,"Black",1059848.7415765,1,"67.16","AL","01"
"Alabama",2021-10-20,"Hispanic",157801,1,"95.41","AL","01"
"Alabama",2021-10-20,"White",2732135.0307545,1,"61.66","AL","01"
"Alabama",2021-10-21,"Asian",54881.5259371982,1,"95.99","AL","01"
"Alabama",2021-10-21,"Black",1059848.7415765,1,"67.31","AL","01"
"Alabama",2021-10-21,"Hispanic",157801,1,"95.48","AL","01"
"Alabama",2021-10-21,"White",2732135.0307545,1,"61.78","AL","01"
"Alabama",2021-10-22,"Asian",54881.5259371982,1,"96.06","AL","01"
"Alabama",2021-10-22,"Black",1059848.7415765,1,"67.45","AL","01"
"Alabama",2021-10-22,"Hispanic",157801,1,"95.55","AL","01"
"Alabama",2021-10-22,"White",2732135.0307545,1,"61.91","AL","01"
"Alabama",2021-10-23,"Asian",54881.5259371982,1,"96.12","AL","01"
"Alabama",2021-10-23,"Black",1059848.7415765,1,"67.6","AL","01"
"Alabama",2021-10-23,"Hispanic",157801,1,"95.62","AL","01"
"Alabama",2021-10-23,"White",2732135.0307545,1,"62.04","AL","01"
"Alabama",2021-10-24,"Asian",54881.5259371982,1,"96.19","AL","01"
"Alabama",2021-10-24,"Black",1059848.7415765,1,"67.74","AL","01"
"Alabama",2021-10-24,"Hispanic",157801,1,"95.69","AL","01"
"Alabama",2021-10-24,"White",2732135.0307545,1,"62.16","AL","01"
"Alabama",2021-10-25,"Asian",54881.5259371982,1,"96.25","AL","01"
"Alabama",2021-10-25,"Black",1059848.7415765,1,"67.89","AL","01"
"Alabama",2021-10-25,"Hispanic",157801,1,"95.76","AL","01"
"Alabama",2021-10-25,"White",2732135.0307545,1,"62.29","AL","01"
"Alabama",2021-10-26,"Asian",54881.5259371982,1,"96.32","AL","01"
"Alabama",2021-10-26,"Black",1059848.7415765,1,"68.03","AL","01"
"Alabama",2021-10-26,"Hispanic",157801,1,"95.83","AL","01"
"Alabama",2021-10-26,"White",2732135.0307545,1,"62.41","AL","01"
"Alabama",2021-10-27,"Asian",54881.5259371982,1,"96.38","AL","01"
"Alabama",2021-10-27,"Black",1059848.7415765,1,"68.17","AL","01"
"Alabama",2021-10-27,"Hispanic",157801,1,"95.9","AL","01"
"Alabama",2021-10-27,"White",2732135.0307545,1,"62.53","AL","01"
"Alabama",2021-10-28,"Asian",54881.5259371982,1,"96.44","AL","01"
"Alabama",2021-10-28,"Black",1059848.7415765,1,"68.31","AL","01"
"Alabama",2021-10-28,"Hispanic",157801,1,"95.96","AL","01"
"Alabama",2021-10-28,"White",2732135.0307545,1,"62.66","AL","01"
"Alabama",2021-10-29,"Asian",54881.5259371982,1,"96.5","AL","01"
"Alabama",2021-10-29,"Black",1059848.7415765,1,"68.45","AL","01"
"Alabama",2021-10-29,"Hispanic",157801,1,"96.03","AL","01"
"Alabama",2021-10-29,"White",2732135.0307545,1,"62.78","AL","01"
"Alabama",2021-10-30,"Asian",54881.5259371982,1,"96.56","AL","01"
"Alabama",2021-10-30,"Black",1059848.7415765,1,"68.59","AL","01"
"Alabama",2021-10-30,"Hispanic",157801,1,"96.09","AL","01"
"Alabama",2021-10-30,"White",2732135.0307545,1,"62.9","AL","01"
"Alabama",2021-10-31,"Asian",54881.5259371982,1,"96.62","AL","01"
"Alabama",2021-10-31,"Black",1059848.7415765,1,"68.73","AL","01"
"Alabama",2021-10-31,"Hispanic",157801,1,"96.15","AL","01"
"Alabama",2021-10-31,"White",2732135.0307545,1,"63.03","AL","01"
"Alabama",2021-11-01,"Asian",54881.5259371982,1,"96.68","AL","01"
"Alabama",2021-11-01,"Black",1059848.7415765,1,"68.87","AL","01"
"Alabama",2021-11-01,"Hispanic",157801,1,"96.21","AL","01"
"Alabama",2021-11-01,"White",2732135.0307545,1,"63.15","AL","01"
"Alabama",2021-11-02,"Asian",54881.5259371982,1,"96.74","AL","01"
"Alabama",2021-11-02,"Black",1059848.7415765,1,"69.01","AL","01"
"Alabama",2021-11-02,"Hispanic",157801,1,"96.27","AL","01"
"Alabama",2021-11-02,"White",2732135.0307545,1,"63.27","AL","01"
"Alabama",2021-11-03,"Asian",54881.5259371982,1,"96.79","AL","01"
"Alabama",2021-11-03,"Black",1059848.7415765,1,"69.14","AL","01"
"Alabama",2021-11-03,"Hispanic",157801,1,"96.33","AL","01"
"Alabama",2021-11-03,"White",2732135.0307545,1,"63.39","AL","01"
"Alabama",2021-11-04,"Asian",54881.5259371982,1,"96.85","AL","01"
"Alabama",2021-11-04,"Black",1059848.7415765,1,"69.28","AL","01"
"Alabama",2021-11-04,"Hispanic",157801,1,"96.39","AL","01"
"Alabama",2021-11-04,"White",2732135.0307545,1,"63.51","AL","01"
"Alabama",2021-11-05,"Asian",54881.5259371982,1,"96.9","AL","01"
"Alabama",2021-11-05,"Black",1059848.7415765,1,"69.42","AL","01"
"Alabama",2021-11-05,"Hispanic",157801,1,"96.45","AL","01"
"Alabama",2021-11-05,"White",2732135.0307545,1,"63.63","AL","01"
"Alabama",2021-11-06,"Asian",54881.5259371982,1,"96.96","AL","01"
"Alabama",2021-11-06,"Black",1059848.7415765,1,"69.55","AL","01"
"Alabama",2021-11-06,"Hispanic",157801,1,"96.5","AL","01"
"Alabama",2021-11-06,"White",2732135.0307545,1,"63.75","AL","01"
"Alabama",2021-11-07,"Asian",54881.5259371982,1,"97.01","AL","01"
"Alabama",2021-11-07,"Black",1059848.7415765,1,"69.69","AL","01"
"Alabama",2021-11-07,"Hispanic",157801,1,"96.56","AL","01"
"Alabama",2021-11-07,"White",2732135.0307545,1,"63.87","AL","01"
"Alabama",2021-11-08,"Asian",54881.5259371982,1,"97.06","AL","01"
"Alabama",2021-11-08,"Black",1059848.7415765,1,"69.82","AL","01"
"Alabama",2021-11-08,"Hispanic",157801,1,"96.61","AL","01"
"Alabama",2021-11-08,"White",2732135.0307545,1,"63.99","AL","01"
"Alabama",2021-11-09,"Asian",54881.5259371982,1,"97.11","AL","01"
"Alabama",2021-11-09,"Black",1059848.7415765,1,"69.95","AL","01"
"Alabama",2021-11-09,"Hispanic",157801,1,"96.67","AL","01"
"Alabama",2021-11-09,"White",2732135.0307545,1,"64.11","AL","01"
"Alabama",2021-11-10,"Asian",54881.5259371982,1,"97.16","AL","01"
"Alabama",2021-11-10,"Black",1059848.7415765,1,"70.09","AL","01"
"Alabama",2021-11-10,"Hispanic",157801,1,"96.72","AL","01"
"Alabama",2021-11-10,"White",2732135.0307545,1,"64.23","AL","01"
"Alabama",2021-11-11,"Asian",54881.5259371982,1,"97.21","AL","01"
"Alabama",2021-11-11,"Black",1059848.7415765,1,"70.22","AL","01"
"Alabama",2021-11-11,"Hispanic",157801,1,"96.77","AL","01"
"Alabama",2021-11-11,"White",2732135.0307545,1,"64.35","AL","01"
"Alabama",2021-11-12,"Asian",54881.5259371982,1,"97.25","AL","01"
"Alabama",2021-11-12,"Black",1059848.7415765,1,"70.35","AL","01"
"Alabama",2021-11-12,"Hispanic",157801,1,"96.82","AL","01"
"Alabama",2021-11-12,"White",2732135.0307545,1,"64.47","AL","01"
"Alabama",2021-11-13,"Asian",54881.5259371982,1,"97.3","AL","01"
"Alabama",2021-11-13,"Black",1059848.7415765,1,"70.48","AL","01"
"Alabama",2021-11-13,"Hispanic",157801,1,"96.87","AL","01"
"Alabama",2021-11-13,"White",2732135.0307545,1,"64.58","AL","01"
"Alabama",2021-11-14,"Asian",54881.5259371982,1,"97.35","AL","01"
"Alabama",2021-11-14,"Black",1059848.7415765,1,"70.61","AL","01"
"Alabama",2021-11-14,"Hispanic",157801,1,"96.92","AL","01"
"Alabama",2021-11-14,"White",2732135.0307545,1,"64.7","AL","01"
"Alabama",2021-11-15,"Asian",54881.5259371982,1,"97.39","AL","01"
"Alabama",2021-11-15,"Black",1059848.7415765,1,"70.74","AL","01"
"Alabama",2021-11-15,"Hispanic",157801,1,"96.97","AL","01"
"Alabama",2021-11-15,"White",2732135.0307545,1,"64.82","AL","01"
"Alabama",2021-11-16,"Asian",54881.5259371982,1,"97.44","AL","01"
"Alabama",2021-11-16,"Black",1059848.7415765,1,"70.87","AL","01"
"Alabama",2021-11-16,"Hispanic",157801,1,"97.02","AL","01"
"Alabama",2021-11-16,"White",2732135.0307545,1,"64.93","AL","01"
"Alabama",2021-11-17,"Asian",54881.5259371982,1,"97.48","AL","01"
"Alabama",2021-11-17,"Black",1059848.7415765,1,"71","AL","01"
"Alabama",2021-11-17,"Hispanic",157801,1,"97.07","AL","01"
"Alabama",2021-11-17,"White",2732135.0307545,1,"65.05","AL","01"
"Alabama",2021-11-18,"Asian",54881.5259371982,1,"97.53","AL","01"
"Alabama",2021-11-18,"Black",1059848.7415765,1,"71.13","AL","01"
"Alabama",2021-11-18,"Hispanic",157801,1,"97.11","AL","01"
"Alabama",2021-11-18,"White",2732135.0307545,1,"65.16","AL","01"
"Alabama",2021-11-19,"Asian",54881.5259371982,1,"97.57","AL","01"
"Alabama",2021-11-19,"Black",1059848.7415765,1,"71.26","AL","01"
"Alabama",2021-11-19,"Hispanic",157801,1,"97.16","AL","01"
"Alabama",2021-11-19,"White",2732135.0307545,1,"65.28","AL","01"
"Alabama",2021-11-20,"Asian",54881.5259371982,1,"97.61","AL","01"
"Alabama",2021-11-20,"Black",1059848.7415765,1,"71.38","AL","01"
"Alabama",2021-11-20,"Hispanic",157801,1,"97.21","AL","01"
"Alabama",2021-11-20,"White",2732135.0307545,1,"65.39","AL","01"
"Alabama",2021-11-21,"Asian",54881.5259371982,1,"97.65","AL","01"
"Alabama",2021-11-21,"Black",1059848.7415765,1,"71.51","AL","01"
"Alabama",2021-11-21,"Hispanic",157801,1,"97.25","AL","01"
"Alabama",2021-11-21,"White",2732135.0307545,1,"65.51","AL","01"
"Alabama",2021-11-22,"Asian",54881.5259371982,1,"97.69","AL","01"
"Alabama",2021-11-22,"Black",1059848.7415765,1,"71.64","AL","01"
"Alabama",2021-11-22,"Hispanic",157801,1,"97.29","AL","01"
"Alabama",2021-11-22,"White",2732135.0307545,1,"65.62","AL","01"
"Alabama",2021-11-23,"Asian",54881.5259371982,1,"97.73","AL","01"
"Alabama",2021-11-23,"Black",1059848.7415765,1,"71.76","AL","01"
"Alabama",2021-11-23,"Hispanic",157801,1,"97.34","AL","01"
"Alabama",2021-11-23,"White",2732135.0307545,1,"65.73","AL","01"
"Alabama",2021-11-24,"Asian",54881.5259371982,1,"97.77","AL","01"
"Alabama",2021-11-24,"Black",1059848.7415765,1,"71.89","AL","01"
"Alabama",2021-11-24,"Hispanic",157801,1,"97.38","AL","01"
"Alabama",2021-11-24,"White",2732135.0307545,1,"65.85","AL","01"
"Alabama",2021-11-25,"Asian",54881.5259371982,1,"97.81","AL","01"
"Alabama",2021-11-25,"Black",1059848.7415765,1,"72.01","AL","01"
"Alabama",2021-11-25,"Hispanic",157801,1,"97.42","AL","01"
"Alabama",2021-11-25,"White",2732135.0307545,1,"65.96","AL","01"
"Alabama",2021-11-26,"Asian",54881.5259371982,1,"97.84","AL","01"
"Alabama",2021-11-26,"Black",1059848.7415765,1,"72.14","AL","01"
"Alabama",2021-11-26,"Hispanic",157801,1,"97.46","AL","01"
"Alabama",2021-11-26,"White",2732135.0307545,1,"66.07","AL","01"
"Alabama",2021-11-27,"Asian",54881.5259371982,1,"97.88","AL","01"
"Alabama",2021-11-27,"Black",1059848.7415765,1,"72.26","AL","01"
"Alabama",2021-11-27,"Hispanic",157801,1,"97.5","AL","01"
"Alabama",2021-11-27,"White",2732135.0307545,1,"66.18","AL","01"
"Alabama",2021-11-28,"Asian",54881.5259371982,1,"97.92","AL","01"
"Alabama",2021-11-28,"Black",1059848.7415765,1,"72.38","AL","01"
"Alabama",2021-11-28,"Hispanic",157801,1,"97.54","AL","01"
"Alabama",2021-11-28,"White",2732135.0307545,1,"66.3","AL","01"
"Alabama",2021-11-29,"Asian",54881.5259371982,1,"97.95","AL","01"
"Alabama",2021-11-29,"Black",1059848.7415765,1,"72.5","AL","01"
"Alabama",2021-11-29,"Hispanic",157801,1,"97.58","AL","01"
"Alabama",2021-11-29,"White",2732135.0307545,1,"66.41","AL","01"
"Alabama",2021-11-30,"Asian",54881.5259371982,1,"97.99","AL","01"
"Alabama",2021-11-30,"Black",1059848.7415765,1,"72.63","AL","01"
"Alabama",2021-11-30,"Hispanic",157801,1,"97.62","AL","01"
"Alabama",2021-11-30,"White",2732135.0307545,1,"66.52","AL","01"
"Alabama",2021-12-01,"Asian",54881.5259371982,1,"98.02","AL","01"
"Alabama",2021-12-01,"Black",1059848.7415765,1,"72.75","AL","01"
"Alabama",2021-12-01,"Hispanic",157801,1,"97.66","AL","01"
"Alabama",2021-12-01,"White",2732135.0307545,1,"66.63","AL","01"
"Alabama",2021-12-02,"Asian",54881.5259371982,1,"98.06","AL","01"
"Alabama",2021-12-02,"Black",1059848.7415765,1,"72.87","AL","01"
